0.04789115661678,hho,ts,x
0.20027210861678,hho,ts,x
0.84789115661678,hho,ts,x
1.36526077061678,hho,ts,x
1.55102040861678,hho,ts,x
2.18158730161678,hho,ts,x
2.68226757361678,hho,ts,x
2.84598639461678,hho,ts,x
3.49804988661678,hho,ts,x
3.98947845761678,hho,ts,x
4.14077097461678,hho,ts,x
4.79900226761678,hho,ts,x
5.29233560061678,hho,ts,x
5.45741496561678,hho,ts,x
6.08544217661678,hho,ts,x
6.59990929661678,hho,ts,x
6.75773242661678,hho,ts,x
7.39963718861678,hho,ts,x
8.01705215461678,hho,ts,x
8.68027210861678,hho,ts,x
9.13088435361678,hho,ts,x
9.29972789161678,hho,ts,x
