0,hho,tʃ,x
0.167346939251701,hho,tʃ,h
0.856870748251701,hho,tʃ,h
1.3635374152517,hho,tʃ,x
1.5006802722517,hho,tʃ,h
2.1209977322517,hho,tʃ,h
2.6670294782517,hho,tʃ,x
2.8124263042517,hho,tʃ,h
3.4263945582517,hho,tʃ,h
3.9571882082517,hho,tʃ,x
4.1044897962517,hho,tʃ,h
4.8156009072517,hho,tʃ,h
5.2568707482517,hho,tʃ,x
5.3965532882517,hho,tʃ,h
6.0549659862517,hho,tʃ,h
6.5609977322517,hho,tʃ,x
6.6835374152517,hho,tʃ,h
7.3603628122517,hho,tʃ,h
7.9140136052517,hho,tʃ,x
8.0454421772517,hho,tʃ,h
9.0695691612517,hho,tʃ,x
9.2111564622517,hho,tʃ,h
9.9089342402517,hho,tʃ,h
10.4663945582517,hho,tʃ,x
10.5997278912517,hho,tʃ,h
11.2314739232517,hho,tʃ,h
11.7717913832517,hho,tʃ,x
11.9305215422517,hho,tʃ,h
