0.189569160913834,hhc,t,h
0.674829931913834,hhc,t,h
0.824489795913834,hhc,t,h
1.46122448991383,hhc,t,h
2.02539682491383,hhc,t,x
2.19319727891383,hhc,t,h
2.75736961491383,hhc,t,h
3.24353741491383,hhc,t,x
3.41859410391383,hhc,t,h
4.12335600891383,hhc,t,h
4.60408163291383,hhc,t,x
4.77913832191383,hhc,t,h
5.38321995491383,hhc,t,h
5.87301587291383,hhc,t,x
6.06349206391383,hhc,t,h
6.69841269791382,hhc,t,h
7.14285714291383,hhc,t,h
7.32426303891383,hhc,t,h
7.94920634891383,hhc,t,h
8.45532879791382,hhc,t,h
8.64126984091382,hhc,t,h
9.27891156491383,hhc,t,h
9.75963718791382,hhc,t,h
9.95192743791382,hhc,t,h
