0.128707483,kd,p,x
0.674104308,hho,ts,h
1.200770975,kd,p,x
1.34675737,kd,p,x
1.709115646,kd,p,x
2.058820862,hho,ts,h
2.465668934,hhc,t,x
2.766077098,kd,p,x
2.972743764,sd,kg,x
3.371836735,kd,p,x
3.503537415,kd,p,x
3.882176871,kd,p,x
4.251836735,sd,kg,x
4.590068027,kd,p,h
4.897868481,kd,p,h
5.112879819,sd,kg,x
5.471564626,kd,p,x
5.613424036,kd,p,h
6.033560091,kd,p,x
6.403446712,sd,kg,x
6.714920635,kd,p,h
7.032743764,kd,p,h
7.272471655,sd,kg,x
7.627029478,kd,p,x
7.779410431,kd,p,h
8.147981859,kd,p,x
8.48521542,sd,kg,x
8.778594104,kd,p,x
9.033968254,hhc,t,x
9.374195011,hho,ts,x
9.695963719,hhc,t,x
9.816961451,hhc,t,x
9.958866213,kd,p,x
10.269750567,kd,p,x
10.564988662,hho,ts,x
10.902222222,hhc,t,x
11.212335601,kd,p,x
11.42952381,hho,ts,h
12.095011338,kd,p,x
12.255646259,kd,p,h
12.575056689,kd,p,h
12.933605442,hho,kʃ,h
13.269478458,kd,p,x
13.862993197,hho,ts,x
14.389795918,kd,p,x
14.522993197,kd,p,x
14.797369615,kd,p,x
15.052335601,hho,ts,h
15.359274376,hhc,t,x
15.711292517,kd,p,x
16.343356009,hho,ts,h
16.813287982,hhc,t,x
16.934512472,hhc,t,x
17.082675737,kd,p,x
17.420770975,kd,p,x
17.732063492,hho,ts,h
18.100861678,hhc,t,x
18.369886621,kd,p,x
18.928979592,hho,ts,h
19.534104308,kd,p,x
19.650839002,kd,p,x
19.977097506,kd,p,x
20.279002268,hho,ts,h
20.61414966,hhc,t,x
20.92244898,sd,kg,x
21.462721088,kd,p,x
21.578956916,kd,p,x
21.881269841,kd,p,x
22.213514739,sd,kg,x
22.536417234,kd,p,x
22.851564626,sd,kg,x
23.243900227,kd,p,x
23.397823129,sd,kg,x
23.59537415,kd,p,x
23.766349206,kd,p,x
24.13015873,sd,kg,x
