0.232199546,hho,ts,x
0.686621315,hho,t,x
0.865034014,hho,ts,x
1.440362812,hho,ts,x
2.038095238,hho,t,x
2.219501134,hho,ts,x
2.783673469,hho,ts,x
3.33968254,hho,t,x
3.521496599,hho,ts,x
4.089795918,hho,ts,x
4.696598639,hho,t,x
4.861950113,hho,ts,x
5.372335601,hho,ts,x
5.880272109,hho,t,x
6.083446712,hho,ts,x
6.62585034,hho,ts,x
7.149206349,hho,t,x
7.336961451,hho,ts,x
7.874829932,hho,ts,x
8.438095238,hho,t,x
8.610430839,hho,ts,x
9.140136054,hho,ts,x
9.707936508,hho,t,x
9.884807256,hho,ts,x
10.466213152,hho,ts,x
10.953287982,hho,t,x
11.159183673,hho,ts,x
11.79138322,hho,ts,x
12.371882086,hho,t,x
12.568707483,hho,ts,x
13.160997732,hho,ts,x
13.665306122,hho,t,x
13.840544218,hho,ts,x
14.340408163,hho,ts,x
14.951519274,hho,t,x
15.121088435,hho,ts,x
