0.293696144793671,sd,k,x
1.0692063487936707,sd,k,x
1.2515192747936794,sd,k,x
1.988027210793689,sd,k,x
2.6991383217936686,sd,k,x
3.2497052157936537,sd,k,x
3.441995464793706,sd,k,x
4.127709750793656,sd,k,x
4.749931972793661,sd,k,x
4.9422222217936564,sd,k,x
5.507301587793677,sd,k,x
5.991655328793684,sd,k,x
6.185759636793705,sd,k,x
6.743582766793679,sd,k,x
7.337687074793678,sd,k,x
7.516371881793702,sd,k,x
8.0125170067937,sd,k,x
8.55401360579367,sd,k,x
8.746303854793666,sd,k,x
9.279637187793696,sd,k,x
9.834739228793694,sd,k,x
10.008888888793706,sd,k,x
10.567619047793698,sd,k,x
11.070113378793678,sd,k,x
11.272380952793696,sd,k,x
11.854693877793693,sd,k,x
12.426122448793706,sd,k,x
12.61841269879369,sd,k,x
13.195283446793667,sd,k,x
13.689614512793696,sd,k,x
13.867392289793656,sd,k,x
14.456961450793699,sd,k,x
15.006621314793676,sd,k,x
15.201632652793705,sd,k,x
15.778503401793671,sd,k,x
16.264671201793703,sd,k,x
16.44426303879368,sd,k,x
17.093696144793682,sd,k,x
17.659682539793664,sd,k,x
17.829297051793674,sd,k,x
