0.032290249897959,kd,p,x
0.201496598897959,kd,p,x
0.864943310897959,kd,p,x
1.36535147389796,kd,p,x
1.52997732389796,kd,p,x
2.18299319689796,kd,p,x
2.67065759589796,kd,p,x
2.83850340089796,kd,p,x
3.45351473889796,kd,p,x
3.97514739189796,kd,p,x
4.12535147389796,kd,p,x
5.49197278889796,kd,p,x
6.01841269889796,kd,p,x
6.56943310689796,kd,p,x
6.72943310689796,kd,p,x
7.38167800489796,kd,p,x
7.88535147389796,kd,p,x
8.05764172289796,kd,p,x
8.68616780089796,kd,p,x
9.20004535189796,kd,p,x
9.36526077089796,kd,p,x
9.97927437689796,kd,p,x
10.515011337898,kd,p,x
10.694149659898,kd,p,x
11.331201813898,kd,p,x
11.781678004898,kd,p,x
11.946303854898,kd,p,x
12.579863945898,kd,p,x
13.125623582898,kd,p,x
13.321678004898,kd,p,x
13.885895691898,kd,p,x
14.403628117898,kd,p,x
14.557369614898,kd,p,x
