0.422312925,kd,p,ʊ
0.840272109,hhc,k,x
1.147210884,sd,t,a
1.704489796,kd,p,ʊ
2.109387755,hhc,k,x
2.333605442,sd,t,a
3.04,kd,p,ʊ
3.340952381,kd,p,ʊ
3.843809524,hhc,k,x
4.040634921,sd,t,a
4.179047619,hhc,k,x
4.378412698,sd,t,a
4.637460317,kd,p,ʊ
5.568253968,kd,p,ʊ
6.031746032,hhc,k,x
6.265396825,sd,t,a
6.877460317,kd,p,ʊ
7.340952381,hhc,k,x
7.554285714,sd,t,a
8.177777778,kd,p,ʊ
8.466031746,kd,p,ʊ
9.131428571,hhc,k,x
9.309206349,sd,t,a
9.467936508,hhc,k,x
9.6,sd,t,a
9.775238095,kd,p,ʊ
10.897777778,kd,p,ʊ
11.357460317,hhc,k,x
11.605079365,sd,t,a
12.14984127,kd,p,ʊ
12.586666667,hhc,k,x
12.824126984,sd,t,a
13.398095238,kd,p,ʊ
13.682539683,kd,p,ʊ
14.377142857,hhc,k,x
14.556190476,sd,t,a
14.695873016,hhc,k,x
14.83047619,sd,t,a
15.024761905,kd,p,ʊ
15.988571429,kd,p,ʊ
16.460952381,hhc,k,x
16.706031746,sd,t,a
17.264761905,kd,p,ʊ
17.746031746,hhc,k,x
17.953015873,sd,t,a
18.586666667,kd,p,ʊ
18.874920635,kd,p,ʊ
19.48952381,hhc,k,x
19.663492063,sd,t,a
19.808253968,hhc,k,x
19.941587302,sd,t,a
20.132063492,kd,p,ʊ
